"","cor","pvalue"
"PROM1",0.123012054614133,0.0187222107463093
"CCDC124",-0.0319536808436021,0.54283225985103
"CEACAM21",0.458139062391802,2.43485322889425e-20
"PAFAH1B1",0.120471549658859,0.0213294516730364
"NOS2",-0.0893162794801953,0.0883924689664414
"DNAH9",-0.0265780325680395,0.612772184039396
"KIAA0100",-0.0013688533377107,0.97920771432534
"SLC13A2",0.189183285924839,0.000278174006826551
"GAS7",0.381347306123877,4.42814991942795e-14
"TRAPPC6A",-0.0711123727823031,0.175208424825591
"MATK",0.496838229513602,3.76781117166845e-24
"CD79B",0.581242109521435,2.28832841301142e-34
"SCN4A",-0.0103861143608281,0.843239764484981
"ST7L",-0.173825288469326,0.000853117863140595
"TKTL1",-0.0102787713865253,0.844839316971129
"RPUSD1",-0.0397355159514964,0.449145128080968
"RHBDF1",0.0978689206835464,0.0617821529691557
"LUC7L",0.138767295101988,0.00793299711934107
"CACNA2D2",0.130239344741909,0.0127635349841737
"BAIAP3",-0.205973566468874,7.36395776932654e-05
"TSR3",-0.0372326835568561,0.478240437019261
"PIGQ",-0.102329177090668,0.0507697306436784
"CRAMP1",-0.0176640416453405,0.736614687235663
"TEAD3",-0.0508614103508523,0.332545112624668
"SELE",0.0907029721012852,0.0835405202618593
"DNAJC11",-0.26111970304047,4.20092895451753e-07
"FMO3",-0.156000288777865,0.00280373120465208
"MYLIP",0.210522720731009,5.04018376690477e-05
"NOX1",0.0129608697572389,0.80507996604599
"E2F2",0.0114893812295434,0.826838077291692
"PSMB1",0.165636213300607,0.00149535322224292
"SYN1",0.290179369372024,1.63451233643782e-08
"JARID2",0.0480705977340123,0.359789187688657
"CDKL5",-0.0245244994459414,0.640497711168308
"CAMK1G",0.0604056240324035,0.249674312087581
"CDK11A",0.0484168101202857,0.356335567754649
"NADK",-0.0989049310349229,0.0590628104769224
"DLEC1",-0.0792994604064561,0.130483063254939
"CYTH3",0.107918577619842,0.039328671460661
"ADAM22",0.0380217478587945,0.468958456101946
"SYPL1",-0.0189247305833729,0.718586472916187
"CYB561",0.0224601122031238,0.668882688110387
"SPAG9",-0.10596195015925,0.0430571315079299
"CELSR3",-0.133142899481656,0.0108867635290312
"AASS",-0.218791941054337,2.47709201225438e-05
"PLEKHG6",0.0991101709028491,0.0585360094671307
"SS18L2",0.0748689383835466,0.153445358541827
"MPND",-0.01031020336859,0.84437087253698
"MGST1",-0.176489159149834,0.000706925947115996
"CRY1",-0.0430805958636127,0.411867570388218
"PGLYRP1",0.0529344566961769,0.313190615555059
"NFIX",-0.213844866871668,3.801329781234e-05
"ST3GAL1",-0.112894917291559,0.0310560073889414
"MMP25",0.536976516343207,1.19095092241056e-28
"IL32",0.307288481178757,2.01869958516885e-09
"PKD1",-0.143752409228087,0.00593648502727481
"MAPK8IP2",-0.084266387726018,0.108000685459705
"MED24",-0.168570656658149,0.00122645733470083
"RHOBTB2",0.0936905899673181,0.0738162349707894
"HEATR5B",-0.093723393371538,0.0737148136512957
"SEC62",-0.0585193976216453,0.264793629194527
"RPS20",0.157911499464414,0.0024818010966854
"CSDE1",-0.105560401263352,0.0438580124521685
"UBE3C",-0.211774918591563,4.53412776291526e-05
"REV3L",-0.0882874476227822,0.0921364577873094
"TENM1",-0.0449790012910055,0.391550567797091
"MASP2",-0.0349959774901196,0.505086408239467
"IYD",-0.100986565354921,0.0538976333313163
"FAM76A",-0.0693306643568413,0.186298749729263
"TRAF3IP3",0.634072368974796,1.91762990797667e-42
"POMT2",-0.0436543087367872,0.405662907656396
"VTA1",-0.0328570151840249,0.531480107699158
"MLXIPL",-0.149026129906485,0.00432644766421232
"BAZ1B",-0.125074418625681,0.0168143521661232
"RANBP9",-0.138166711958786,0.00821007601564492
"ETV7",0.356083405253841,2.37056529968788e-12
"SPRTN",-0.113437916541936,0.0302506242736718
"EEF1AKNMT",-0.0726294355276768,0.166158543957907
"DYRK4",0.207704045483148,6.38107036796785e-05
"ZNF207",0.00334578888234048,0.949207407835268
"UQCRC1",-0.155395564690019,0.00291323677364951
"STARD3NL",0.1358815206782,0.00934483963159891
"CD9",0.059628472913674,0.255829285905975
"HHATL",0.0529179005885546,0.313342201672133
"NCAPD2",-0.0182662998851135,0.727983498177268
"IFFO1",0.10649189019857,0.0420190506946736
"GIPR",0.0859723984855191,0.101025134885361
"PHF7",-0.228439723212606,1.04433842039369e-05
"SEMA3G",0.174140903805642,0.000834444404657772
"NISCH",-0.0109316431683856,0.835120745567152
"STAB1",0.425137690739513,1.8783297490317e-17
"FUZ",-0.0824734007408546,0.115735452195676
"SLC6A13",-0.230131125347934,8.94085728730418e-06
"IDS",0.0540682378880033,0.302924207816511
"PRSS3",0.115771974210443,0.0269890936805578
"ZNF200",-0.0500612960602258,0.340216656211304
"CD4",0.53130426991001,5.60720968617222e-28
"LRRC23",0.174074058939488,0.000838367492843291
"BTK",0.562845472117575,6.91479239510082e-32
"HFE",-0.142468942326723,0.00640196311091988
"SCMH1",0.0246360411133399,0.638978372798383
"FYN",0.339537838632095,2.67198382932972e-11
"HIVEP2",0.0831126383377415,0.112929561763016
"FMO1",0.113350994431133,0.0303783339953638
"ELOA",-0.0732365796530397,0.16263645272518
"LYPLA2",0.0374548725786394,0.475616696908849
"CLCN6",-0.117358550740164,0.0249487864746371
"MRC2",0.389607032747821,1.1160266328418e-14
"TSPAN9",-0.0305851279930428,0.560256844020163
"BTBD7",0.0138893318946661,0.791427113126948
"APBA3",-0.0374630780837724,0.475519952191497
"MKS1",-0.113631937066667,0.0299672172133079
"ABHD5",-0.119076331053014,0.0228910790475059
"ANOS1",0.273662173804031,1.08357222156904e-07
"AKAP8L",0.00595718619226948,0.909695597280161
"MBTD1",-0.0976926201373398,0.0622550297455451
"UTP18",-0.0392262395100869,0.454983099150799
"RNF216",-0.0588075822163124,0.262443846895511
"TTC19",0.0995358232106383,0.0574558466160824
"PTBP1",-0.00608099436448825,0.907827052959993
"DPF1",0.0082110676186445,0.875767566518983
"SYT7",-0.0189225510783895,0.718617509597032
"LARS2",-0.167707313589816,0.00130054566480132
"PIK3C2A",-0.0413548608834974,0.430866060145625
"PLAUR",0.357745615183169,1.84385846045589e-12
"ANLN",-0.0890730300254703,0.0892664568015449
"WIZ",-0.122235420387886,0.0194880841962901
"RABGAP1",-0.00390013947490763,0.940806081666062
"DCN",0.445306907084884,3.52105848978014e-19
"QPCTL",-0.102941943735155,0.0493933143242118
"PPP5C",-0.122135925012584,0.0195881441672092
"CEP68",0.0345363866990298,0.51069893352007
"MAP4K3",-0.0439011767962912,0.403010251851945
"ZBTB32",0.364721406918608,6.32093862583801e-13
"TYROBP",0.578526770469247,5.43893001629926e-34
"TMEM159",0.327185339163181,1.48792921587211e-10
"BRCA1",-0.107055978663128,0.0409373325141695
"ERCC1",0.117960774126751,0.0242099259514165
"CD22",0.405032108423198,7.65529634270286e-16
"SEMA3B",-0.0518275072659631,0.323431607047166
"MBTPS2",-0.0738757984810465,0.15898921637474
"PRICKLE3",-0.155327791483099,0.00292574858445029
"LTF",0.272577513206372,1.22163106624939e-07
"EXTL3",-0.0453811745732325,0.387325530690792
"NR1H4",0.0428931309327443,0.413907078249564
"ELOVL5",-0.230306908855971,8.7970828080835e-06
"ALOX5",0.347468466844343,8.51726914927203e-12
"KDM5D",-0.0245013378377247,0.640813390028199
"CALCOCO1",-0.102668533927191,0.0500035554285092
"UBR7",-0.00706354967202189,0.893016920137326
"MAP4K5",0.0478484493670105,0.362016203097906
"EHD3",0.301384179573216,4.21941474269689e-09
"PSMC4",-0.00304412342993775,0.953781649093667
"MAN2B2",-0.0432661994191851,0.409854173349075
"SLC7A14",-0.116080839916089,0.0265810152940557
"CLDN11",0.210135181606358,5.20730648380305e-05
"SLC25A39",-0.0542680613492496,0.30113816785197
"MVP",0.175968117272448,0.000733554916468962
"NUB1",0.111267674201193,0.0335801706316511
"PGM3",0.0629072648865366,0.230564121015091
"RWDD2A",0.0800046577495636,0.127086948743974
"CLK1",0.05485133953221,0.295964799318759
"POLR3B",-0.00580524856418398,0.911989357439035
"ANGEL1",0.0611206994955135,0.244102679182199
"RNF14",-0.0905111022808577,0.084198769904889
"DNASE1L1",-0.0831952183215412,0.112571010035506
"DDX11",-0.0200287254745293,0.702925740659678
"HEBP1",0.0576657223598397,0.271838836593135
"GPRC5A",0.116924889847691,0.0254928090396528
"MAMLD1",0.161055785102164,0.00202469256413796
"CD6",0.79837755120182,5.66879992492855e-82
"TACC3",0.0767766244941245,0.143208797767437
"UFL1",-0.115155799562482,0.0278193043238132
"POLA2",0.0927040640639846,0.0769198346472484
"ZC3H3",-0.0736240138943853,0.160418413762103
"CAPN1",-0.0382075512762426,0.466787327192229
"ACP3",0.0324654824152302,0.536385727399654
"MDH1",-0.112338213304404,0.0319006742107498
"SLC30A9",0.030644013181863,0.5595015873751
"MTMR11",-0.0855825246189334,0.102586882120817
"COX15",-0.0364181167320855,0.487926358451706
"CCDC88C",0.349523969293881,6.29946419068857e-12
"YAF2",0.0452159881874904,0.389057537690847
"ZMYND11",-0.110388753172806,0.0350148067028917
"WAS",0.616566357106226,1.34675880035492e-39
"DPEP1",0.379062735601386,6.43894568526099e-14
"BID",0.15947729067004,0.00224356403788913
"MATR3",-0.0962560123253942,0.0662205002681512
"NPC1L1",0.0157873386130887,0.763718882352925
"XYLT2",-0.0735175856388605,0.161025428701577
"NUDCD3",-0.112339097096277,0.0318993178749033
"CHDH",-0.0788474787444859,0.132696334698117
"IL20RA",0.0718093020564081,0.171006494279194
"GLT8D1",-0.114828009856745,0.0282698243752023
"ATP2C1",-0.106500112818653,0.0420031113473641
"IGF1",0.0123563047402904,0.81400218351622
"SLC38A5",0.26724958479387,2.18517646577631e-07
"RALBP1",-0.117882680071267,0.0243046598854485
"RUFY3",0.0564712736833665,0.281909188217952
"CNTN1",0.109392980891288,0.036702814952448
"SLC11A1",-0.00339292040720307,0.948492885487326
"WWTR1",0.049323525898228,0.347389707998156
"AGPS",-0.0431390584458494,0.411232748384337
"CXorf56",-0.0427349142553211,0.415633004722381
"ATP1A2",0.0537680117727556,0.305620815794399
"TTC27",-0.0100070473779573,0.848891198481667
"ZNF582",0.0876011654541944,0.0947036632446071
"VSIG2",0.0380792738341883,0.468285666138604
"PHLDB1",0.16924331795568,0.00117144501270225
"MARCO",0.352365322290218,4.13664783200663e-12
"PRDM11",0.04746150013728,0.36591581918952
"SYT13",0.111615248745148,0.0330268125455972
"SNAI2",-0.00945501006893911,0.857135188103307
"CD74",0.536709513765088,1.28189484003143e-28
"HGF",0.320349751757493,3.72461724799008e-10
"ZRANB1",-0.165608499163685,0.00149813262131938
"NCDN",0.00152157823073676,0.976888503544381
"ADGRA2",0.227639194062422,1.12355095591027e-05
"ZFP64",-0.0376192802156017,0.473680346106105
"MNAT1",0.049911021101312,0.341670001721041
"SAMD4A",-0.0685850465657107,0.191090170438756
"RUNX3",0.680145923356127,6.87010085593841e-51
"MRE11",0.052124829091786,0.320659807956774
"PLEKHB1",0.151149652643268,0.00379820746866625
"SERPINB1",0.220337899652958,2.1624245180321e-05
"CYP3A43",-0.172292633303583,0.000949408719573845
"SLC7A9",-0.0461867148901181,0.378946592402853
"SPAST",0.0161540784736616,0.75839835634044
"NRXN3",0.147305919355972,0.00480203697254352
"OSBPL5",0.229646342835416,9.34904105004107e-06
"AQR",-0.0647448001254684,0.217202928408043
"CPS1",-0.0666838199976862,0.203715178451539
"C8B",0.0324956125599602,0.536007414351328
"FHL1",0.186343267379742,0.000344553806573225
"RTF2",-0.0557562351715145,0.288056757983701
"NLRP2",0.173845922298855,0.00085188536430381
"SLC45A4",0.214960942930439,3.45420283625088e-05
"RNF10",-0.0850406959993712,0.104789017263317
"ZNF839",-0.136113499433503,0.00922360743515098
"ZDHHC6",-0.0590289651509134,0.260648516410784
"GRAMD1B",0.206128297074627,7.27057975740824e-05
"RNH1",-0.0103016217105781,0.84449876326875
"NDUFS1",-0.237134404047079,4.64080841508997e-06
"RB1CC1",-0.116343134675549,0.0262386457947025
"ERP44",0.133218590581244,0.0108412913572447
"ALAS1",-0.192867760980256,0.000209764554056634
"BIRC3",0.387547655377571,1.5793914306933e-14
"AKAP11",0.0322103925990377,0.539593978439987
"GLRX2",-0.150118326721719,0.00404699702923664
"SNAPC1",0.188731811245357,0.000287859861043966
"DERA",-0.164130300235593,0.00165343194823241
"STRAP",-0.0310645033135653,0.55412276124185
"ABCC2",-0.176944527339899,0.000684388827826282
"DEF6",0.670519878947522,5.33836524765611e-49
"PLEKHO1",0.576108158196761,1.16808819843393e-33
"GCLM",-0.143782440992057,0.00592596675375518
"UBR2",-0.0578773775348075,0.270080287760499
"EHD2",0.265604842293234,2.60826066930283e-07
"DEPDC1",-0.0752208953802811,0.151516217548786
"CCDC28A",0.0351875891342527,0.502756041306838
"RRAGD",-0.0769143046006179,0.142490702814285
"HSF2",-0.0249441185560908,0.634789816424497
"PHF20",-0.040189425417883,0.443977706825366
"HSD17B6",-0.085498789051768,0.102924790307564
"NR1H3",0.0760529098007565,0.147029003474912
"TYMP",0.278461425291646,6.33399490514807e-08
"NCAPH2",-0.0297121466096108,0.571510963624023
"TOMM34",-0.0440972638349807,0.40091064472185
"SEC63",-0.0435104161891293,0.407213847442509
"KPNA6",-0.160111628597798,0.00215313588675921
"VIM",0.518101403450731,1.84770485548639e-26
"RTEL1-TNFRSF6B",-0.0700063138360458,0.182033844002541
"FAS",0.0216351092866805,0.680362415939052
"RNASET2",0.377773727614251,7.94314852832633e-14
"CD44",0.285420138107608,2.85488695757962e-08
"KCNG1",0.0359913442922018,0.493042825298918
"AGPAT4",0.14354959727503,0.00600795725460675
"SLAMF7",0.609250210745007,1.84799749497486e-38
"BTN3A1",0.117020320225901,0.0253722234729525
"MIPEP",-0.0866906378403456,0.0981974630435256
"PRKCH",0.518380661012202,1.71873999583295e-26
"INSRR",-0.0441051679862408,0.400826148226165
"IFNGR1",0.0262575297726646,0.617064563123143
"B4GALT7",0.0574082619842435,0.273988464123197
"SH2D2A",0.607459697268359,3.47198249027025e-38
"VRK2",-0.0921732856768381,0.0786329887648181
"TNFRSF1B",0.398272842892446,2.51983678446928e-15
"VEZT",0.0532587646209401,0.310230979683246
"POU2F2",0.54794533770821,5.47044965269884e-30
"BRD9",-0.0612834310615355,0.242846969014813
"SNX1",-0.0158953606244752,0.762150571619897
"TBPL1",0.0700037522545838,0.182049876125002
"ARNTL2",0.148292957078027,0.00452369037745342
"BCLAF1",0.0588017796770907,0.262491017363414
"SLC39A9",-0.0774852191108481,0.13954234496434
"ANK1",0.0642541448557334,0.22071508592685
"TFB1M",-0.101666221979218,0.0522947670038665
"RABEP1",0.00435860576731958,0.933862818579959
"HMGB3",0.0440806172299815,0.401088634129286
"NUP160",-0.0890959217910557,0.0891839130515361
"BAK1",0.1179664072159,0.0242031049359512
"MUSK",0.0649503427793726,0.215743595268225
"IKZF2",0.209541540407052,5.47348315945677e-05
"GRN",0.122085550654678,0.0196389745704252
"FAM13B",0.0281225456357197,0.592274080848884
"ARHGAP31",0.33217568772133,7.50429893902264e-11
"CENPQ",-0.0327300228330201,0.533068743959768
"SARS1",0.025155299805365,0.631925341084858
"RANBP3",0.0589977066577577,0.260901496498694
"ARID4A",0.0016968565346112,0.974227047872627
"EIPR1",0.0472015955028789,0.368549697271763
"PNPLA6",0.100852577637506,0.054218394056344
"IFT88",-0.136229235837552,0.0091636478123317
"ALG1",-0.156161360804789,0.00277520199108902
"ZCCHC8",-0.0588365688286105,0.262208293909322
"ABCF2",0.0472354264657054,0.368206190131124
"CHPF2",0.0296386053930813,0.572463896006454
"LRRC7",0.0790222684298,0.13183701315313
"FUT8",0.34021347135272,2.42704986898865e-11
"UBA6",0.00402496106535959,0.938915249386867
"GAB2",-0.0684316382007781,0.192087093232395
"ATP6V0A1",-0.137192010619396,0.00867814143218926
"PIAS1",-0.0597555760960207,0.254815521581328
"SLC4A7",0.20972588721281,5.38948172291397e-05
"APBA2",0.245802387877162,2.00362477095081e-06
"MAP2K3",0.136242881394907,0.00915660133349915
"EFCAB1",-0.166658084455011,0.00139611581969821
"TMSB10",0.41521195935483,1.20838853524642e-16
"ASTE1",-0.0183059653209577,0.727416228192884
"RNF19A",0.0373100177156826,0.477326336511266
"PEX3",-0.0276867016773668,0.59802663513689
"GABARAPL2",0.0457260346171506,0.383724738063123
"SH3YL1",0.130912205043363,0.0123049130184652
"FAM136A",0.0390529795050968,0.456978884581785
"VCL",0.101352436567209,0.0530297799864166
"DEPDC1B",0.0634880073073729,0.226279955535236
"DAPK2",0.00747351182766718,0.886848195527154
"NSMAF",0.208283056594978,6.08079980032415e-05
"ADSS2",-0.046350492025846,0.377256730335317
"STAP1",0.543842773493087,1.7545885584927e-29
"TIMP2",0.308594754464885,1.71106074457411e-09
"RFC1",-0.0857602400563202,0.101872637947093
"TBC1D23",-0.132890291392427,0.0110397444859413
"CUL3",-0.136459434435617,0.00904541767737031
"MYOM2",0.0973226084326969,0.0632571813092862
"OTC",-0.0771184959287361,0.141430780163741
"CYP46A1",-0.0923936947755254,0.0779178736255649
"ZZZ3",-0.0884284701548507,0.0916158873667796
"SLC18A1",0.0764939710818441,0.144691687769126
"USP2",-0.118582515676272,0.0234670139778048
"CASR",-0.0100439077810427,0.848341309599626
"TUBG2",-0.0641046318948077,0.22179333179264
"RPL26L1",-0.0518492170837418,0.323228691346944
"FLT4",0.237691642514835,4.40102819850815e-06
"NSUN2",-0.157224593877572,0.00259341100849824
"FBXO42",-0.0934930465070545,0.0744294030290774
"MFAP3",-0.110107618703428,0.035484556305387
"MRI1",-0.112016524618445,0.0323976443694845
"METTL1",0.0171008708655305,0.744715776021562
"AGA",0.178683584657514,0.00060430021190416
"PI4K2B",-0.200590595388016,0.000114122423441549
"BOD1L1",-0.0729100509830095,0.164523635897883
"MAT2B",-0.0442688436509098,0.399078827568634
"TLL1",0.0870227715777994,0.0969113345332625
"EDC4",-0.161795461405614,0.0019290012591744
"TRIO",-0.0838853735106352,0.109609287064289
"VCAN",0.321724925137767,3.10251228489456e-10
"CLEC16A",-0.0941505592257985,0.0724044359076368
"MSR1",0.367517449933441,4.08531541976235e-13
"CDH1",0.117761551490425,0.0244522309492406
"MTREX",-0.084235126011141,0.108131964278361
"DNAH5",0.0131148994431492,0.802810769246866
"ZFYVE16",-0.0263231297419631,0.616184938585631
"RIPOR1",0.229931474357337,9.10686478522352e-06
"C6",0.00614296139002637,0.906892020946981
"RAI14",0.0155714979780981,0.766855438565372
"SOX30",0.142857653558514,0.00625764937492785
"PNKP",0.132081147826801,0.0115426474051283
"PHLPP2",-0.0309741179667536,0.555276823227269
"SPDL1",-0.0441483018640957,0.400365228689068
"STAU2",-0.0689350080845916,0.188830151042424
"SLC66A1",-0.0343591549929551,0.51287192861928
"CTNS",0.0250202413771345,0.6337566511045
"RTN4R",-0.0113482420733536,0.828932285056577
"PHF23",0.151997931468952,0.00360404099077828
"INPP4A",0.211848584217598,4.50590412171527e-05
"RAB27B",0.103364041059372,0.0484634336126343
"PSMA4",0.19408499212668,0.000190868172557926
"MYO16",-0.204381077325017,8.39292853885588e-05
"LSG1",-0.100610732222788,0.0548013768862555
"PARP3",-0.0610356214209316,0.244760984509253
"TNC",0.269707743236954,1.6735749812398e-07
"THAP3",0.0214122819445662,0.683475840184555
"RIPOR3",0.0617910166197991,0.238959289262505
"TDP1",0.0853042182736699,0.103713369103996
"AIFM2",-0.0930386040245237,0.0758557174909459
"SPATA7",0.0854701057645567,0.103040741904756
"MED17",0.07287680442333,0.164716702950061
"RETSAT",-0.182504795313261,0.000457869720033462
"CAPG",0.387161786117523,1.68512028292308e-14
"AP2S1",0.141067259750055,0.00694744330188944
"USH2A",-0.120259829246727,0.021560308262309
"TG",-0.152551461243595,0.00348223542381008
"ADAM28",0.366270383122806,4.96589124722824e-13
"BARX2",0.0774134504744037,0.139910387162198
"DCUN1D1",-0.104630200279131,0.0457615009885812
"JADE2",0.190633984967095,0.000249070581184862
"ZIC2",0.0367572501381908,0.483881004726726
"LCP2",0.605711719306173,6.40139223141125e-38
